age,type_bac,parcours,moyenne_bac,moyenne_s1,moyenne_s2,moyenne_generale_s1_s2,nb_modules_echoues,heures_travail_semaine,discipline_note_sur_5,satisfaction_parcours_note_sur_5,travail_parallele,reussite_generale,resultat_final
19,Sciences,Licence,16.91,16.0,14.76,15.379999999999999,0,4.1,5,2,Non,1,1
22,Mathématiques,Licence,12.77,13.9,11.74,12.82,1,4.4,3,3,Oui,1,1
26,Technique,Master,16.74,16.0,16.0,16.0,1,15.1,5,4,Non,1,1
22,Informatique,Master,12.92,13.74,13.57,13.655000000000001,1,2.5,2,4,Non,1,1
22,Technique,Master,12.15,12.52,13.44,12.98,1,9.3,2,2,Oui,1,1
24,Mathématiques,Master,14.41,13.91,13.86,13.885,0,15.1,3,4,Non,1,1
30,Informatique,Master,11.46,10.67,11.08,10.875,0,12.9,2,2,Non,1,0
23,Mathématiques,Licence,14.28,15.8,15.05,15.425,0,7.8,5,4,Oui,1,1
21,Sciences,Licence,12.53,9.0,9.0,9.0,4,9.5,3,4,Oui,0,0
22,Mathématiques,Licence,11.82,13.53,16.0,14.765,0,9.0,4,4,Non,1,1
25,Sciences,Licence,12.85,11.61,12.67,12.14,0,5.6,4,3,Non,1,1
19,Mathématiques,Licence,14.9,16.0,14.26,15.129999999999999,2,6.9,5,5,Non,1,1
30,Technique,Cycle Ingénieur,16.24,14.02,16.0,15.01,1,14.1,4,4,Oui,1,1
26,Informatique,Licence,17.73,16.0,16.0,16.0,0,13.8,4,4,Non,1,1
30,Informatique,Master,11.36,11.12,9.37,10.245,2,11.2,2,4,Non,1,0
24,Informatique,Master,11.35,8.12,9.68,8.899999999999999,1,15.2,4,4,Oui,0,0
27,Mathématiques,Licence,17.95,13.17,11.94,12.555,0,3.0,3,3,Non,1,1
24,Informatique,Licence,17.69,16.0,15.94,15.969999999999999,0,18.0,4,4,Non,1,1
30,Mathématiques,Licence,14.29,9.0,9.0,9.0,3,3.7,1,3,Oui,0,0
26,Informatique,Cycle Ingénieur,17.1,16.0,13.53,14.765,0,3.6,4,3,Oui,1,1
19,Informatique,Licence,12.79,9.0,9.0,9.0,3,5.8,3,4,Oui,0,0
22,Informatique,Licence,14.59,11.81,14.49,13.15,1,11.1,4,3,Oui,1,1
25,Informatique,Master,11.54,14.33,14.46,14.395,0,12.9,5,4,Non,1,1
23,Mathématiques,Licence,16.54,16.0,15.9,15.95,1,7.8,3,3,Oui,1,1
30,Mathématiques,Licence,13.18,12.44,12.86,12.649999999999999,1,7.6,3,4,Non,1,1
29,Sciences,Master,12.44,13.77,13.76,13.765,1,2.3,4,4,Non,1,1
21,Informatique,Licence,16.9,16.0,16.0,16.0,2,3.4,4,5,Oui,1,1
24,Sciences,Master,12.79,13.45,14.1,13.774999999999999,1,8.7,3,3,Non,1,1
27,Mathématiques,Licence,14.88,13.53,15.99,14.76,1,8.7,4,3,Oui,1,1
21,Informatique,Licence,14.15,15.22,13.8,14.510000000000002,2,13.5,4,3,Non,1,1
23,Informatique,Cycle Ingénieur,13.18,12.64,14.9,13.77,2,11.6,5,3,Non,1,1
20,Sciences,Cycle Ingénieur,15.31,15.55,14.62,15.085,0,10.8,5,2,Non,1,1
25,Mathématiques,Licence,17.19,16.0,14.82,15.41,1,7.5,4,1,Non,1,1
19,Technique,Master,17.28,9.0,9.0,9.0,3,2.2,2,3,Non,0,0
30,Informatique,Licence,16.32,14.32,10.54,12.43,1,12.6,3,4,Non,1,0
23,Informatique,Master,17.19,16.0,16.0,16.0,2,11.1,4,5,Non,1,1
22,Sciences,Licence,16.71,15.07,16.0,15.535,2,12.1,4,4,Oui,1,1
30,Informatique,Licence,14.86,11.87,11.48,11.675,0,8.6,2,4,Oui,1,0
22,Sciences,Master,13.58,14.04,11.56,12.8,0,8.5,4,3,Non,1,1
22,Informatique,Master,14.81,9.0,9.0,9.0,3,0.0,3,3,Oui,0,0
25,Informatique,Cycle Ingénieur,17.47,15.71,15.41,15.56,2,13.7,4,4,Oui,1,1
26,Sciences,Master,17.52,16.0,16.0,16.0,1,15.1,5,5,Non,1,1
27,Sciences,Cycle Ingénieur,11.4,9.0,9.0,9.0,3,5.8,1,2,Non,0,0
25,Informatique,Licence,17.67,16.0,16.0,16.0,0,10.5,4,3,Non,1,1
27,Informatique,Master,14.76,14.42,13.9,14.16,1,14.0,4,3,Non,1,1
25,Informatique,Licence,15.74,15.97,14.3,15.135000000000002,0,13.4,5,5,Non,1,1
21,Informatique,Master,14.3,13.81,13.15,13.48,0,6.8,5,3,Non,1,1
29,Informatique,Licence,16.09,16.0,13.86,14.93,0,7.3,4,2,Non,1,1
22,Technique,Licence,17.54,16.0,14.09,15.045,1,14.2,3,4,Non,1,1
20,Mathématiques,Licence,17.42,15.43,15.56,15.495000000000001,2,8.3,4,4,Non,1,1
20,Technique,Cycle Ingénieur,16.57,16.0,15.58,15.79,0,1.9,5,5,Non,1,1
26,Sciences,Licence,12.15,10.58,11.43,11.004999999999999,1,4.9,3,2,Non,1,1
21,Informatique,Licence,13.33,10.92,13.26,12.09,0,9.5,4,4,Non,1,1
22,Informatique,Licence,12.31,13.94,14.56,14.25,1,11.1,5,5,Oui,1,1
29,Informatique,Licence,15.45,16.0,16.0,16.0,1,5.8,4,3,Non,1,1
24,Sciences,Cycle Ingénieur,17.01,16.0,16.0,16.0,0,11.3,5,3,Non,1,1
20,Informatique,Cycle Ingénieur,17.71,9.0,9.0,9.0,3,10.1,3,4,Non,0,0
26,Sciences,Cycle Ingénieur,16.4,15.86,12.41,14.135,1,11.2,3,4,Non,1,1
23,Sciences,Licence,12.66,9.19,11.6,10.395,1,8.7,2,3,Oui,1,0
29,Technique,Licence,16.51,15.25,16.0,15.625,1,7.5,5,2,Non,1,1
19,Mathématiques,Licence,11.47,12.95,14.36,13.655,1,3.8,4,3,Oui,1,1
25,Informatique,Master,11.07,11.07,11.13,11.100000000000001,0,4.8,3,3,Oui,1,0
19,Mathématiques,Licence,16.37,9.0,9.0,9.0,4,11.2,2,2,Oui,0,0
24,Informatique,Licence,13.68,14.25,15.49,14.870000000000001,2,11.0,3,2,Oui,1,1
22,Technique,Licence,17.37,16.0,13.92,14.96,0,9.2,4,4,Oui,1,1
19,Mathématiques,Master,15.35,14.98,13.9,14.440000000000001,0,2.4,5,3,Non,1,1
19,Mathématiques,Master,13.0,14.83,14.57,14.7,0,7.8,4,4,Oui,1,1
26,Informatique,Licence,16.22,16.0,14.82,15.41,1,17.0,4,4,Non,1,1
19,Mathématiques,Licence,17.31,15.91,16.0,15.955,0,10.4,4,3,Non,1,1
24,Sciences,Cycle Ingénieur,12.03,12.76,11.25,12.004999999999999,2,12.9,3,3,Non,1,1
21,Mathématiques,Master,15.68,16.0,16.0,16.0,1,9.4,5,4,Non,1,1
30,Informatique,Cycle Ingénieur,17.44,15.69,16.0,15.844999999999999,0,15.9,5,4,Oui,1,1
24,Mathématiques,Master,13.58,13.35,14.74,14.045,2,15.2,5,2,Oui,1,1
20,Sciences,Licence,16.5,16.0,16.0,16.0,2,9.7,5,4,Oui,1,1
26,Informatique,Licence,12.74,9.6,8.99,9.295,1,8.7,3,3,Non,0,0
25,Informatique,Master,12.85,14.01,14.33,14.17,0,8.7,4,2,Non,1,1
26,Informatique,Master,16.32,14.69,16.0,15.344999999999999,1,5.6,5,4,Non,1,1
22,Informatique,Licence,12.99,14.33,14.29,14.309999999999999,2,10.5,3,3,Non,1,1
24,Informatique,Licence,12.59,13.63,16.0,14.815000000000001,2,7.8,5,5,Non,1,1
23,Technique,Licence,16.68,9.0,9.0,9.0,3,11.2,4,3,Oui,0,0
23,Mathématiques,Master,15.22,14.13,12.8,13.465,0,9.3,3,2,Oui,1,1
23,Informatique,Master,14.29,14.5,13.92,14.21,2,10.3,3,4,Non,1,1
19,Informatique,Licence,17.64,9.0,9.0,9.0,3,2.0,2,4,Non,0,0
29,Technique,Licence,15.96,14.42,14.48,14.45,1,3.3,4,3,Non,1,1
19,Technique,Licence,16.58,13.22,13.56,13.39,1,10.0,4,4,Non,1,1
24,Mathématiques,Licence,16.03,9.0,9.0,9.0,3,5.9,2,2,Oui,0,0
25,Sciences,Licence,14.82,13.41,14.24,13.825,1,7.7,4,3,Non,1,1
24,Technique,Licence,16.81,16.0,14.96,15.48,0,6.9,5,5,Non,1,1
21,Informatique,Licence,15.85,9.0,9.0,9.0,3,2.7,3,4,Non,0,0
30,Informatique,Licence,11.01,10.02,9.69,9.855,0,10.9,2,4,Non,0,0
29,Informatique,Master,16.9,9.0,9.0,9.0,4,7.6,2,4,Non,0,0
26,Informatique,Master,11.08,10.07,11.37,10.719999999999999,1,3.9,3,4,Non,1,1
25,Technique,Licence,13.22,12.35,12.2,12.274999999999999,1,9.3,4,4,Non,1,1
23,Technique,Licence,14.67,15.56,14.21,14.885000000000002,1,9.4,3,3,Non,1,1
24,Technique,Licence,14.34,14.36,13.55,13.955,2,5.3,4,4,Non,1,1
26,Sciences,Master,12.52,11.29,10.33,10.809999999999999,0,12.0,2,4,Non,1,0
24,Technique,Master,15.82,16.0,16.0,16.0,1,7.1,5,2,Oui,1,1
23,Technique,Licence,17.29,9.0,9.0,9.0,3,13.6,2,4,Oui,0,0
25,Informatique,Licence,16.72,16.0,16.0,16.0,0,9.4,5,4,Oui,1,1
21,Technique,Master,13.01,14.1,13.94,14.02,1,6.3,5,4,Non,1,1
23,Mathématiques,Cycle Ingénieur,14.34,9.0,9.0,9.0,3,10.5,2,3,Non,0,0
29,Informatique,Cycle Ingénieur,16.98,16.0,16.0,16.0,1,12.4,5,4,Non,1,1
27,Informatique,Master,17.49,16.0,15.65,15.825,0,12.7,5,4,Oui,1,1
28,Informatique,Licence,17.44,16.0,16.0,16.0,1,10.4,5,4,Oui,1,1
23,Mathématiques,Cycle Ingénieur,11.71,10.64,9.75,10.195,0,0.0,3,3,Oui,1,0
26,Informatique,Licence,14.72,13.06,11.51,12.285,1,13.2,2,5,Oui,1,0
30,Technique,Cycle Ingénieur,11.4,9.0,9.0,9.0,4,11.3,4,4,Non,0,0
29,Informatique,Master,13.34,11.72,12.95,12.335,0,4.5,4,5,Oui,1,1
22,Informatique,Licence,13.13,9.0,9.0,9.0,3,8.6,2,4,Oui,0,0
22,Sciences,Licence,15.86,15.26,16.0,15.629999999999999,0,16.5,4,3,Oui,1,1
28,Mathématiques,Licence,13.22,15.92,14.63,15.275,2,12.6,5,3,Non,1,1
19,Technique,Licence,17.32,16.0,14.8,15.4,2,17.9,3,2,Non,1,1
30,Informatique,Licence,13.98,12.43,12.28,12.355,0,8.0,3,3,Non,1,1
28,Mathématiques,Licence,11.96,12.82,12.06,12.440000000000001,0,7.5,3,4,Oui,1,1
30,Informatique,Licence,16.7,16.0,15.57,15.785,0,8.0,5,3,Oui,1,1
27,Mathématiques,Licence,12.46,9.0,9.0,9.0,3,4.8,2,3,Non,0,0
21,Informatique,Licence,17.08,15.27,16.0,15.635,2,5.4,4,3,Oui,1,1
28,Informatique,Licence,17.95,16.0,16.0,16.0,2,7.9,5,4,Non,1,1
27,Mathématiques,Master,13.74,9.0,9.0,9.0,4,0.0,2,3,Oui,0,0
19,Informatique,Licence,16.3,16.0,14.61,15.305,0,1.1,5,5,Non,1,1
28,Mathématiques,Licence,11.92,10.75,10.35,10.55,0,7.3,2,3,Oui,1,0
20,Mathématiques,Licence,14.21,13.06,10.26,11.66,0,9.2,4,3,Oui,1,0
20,Informatique,Master,12.83,11.88,13.64,12.760000000000002,0,11.7,4,3,Oui,1,1
30,Informatique,Licence,11.74,8.39,6.0,7.195,4,5.8,1,3,Non,0,0
24,Technique,Licence,16.09,14.17,13.3,13.735,2,11.9,4,4,Non,1,1
26,Mathématiques,Cycle Ingénieur,13.69,9.0,9.0,9.0,3,6.1,2,2,Oui,0,0
24,Mathématiques,Licence,16.43,15.27,14.21,14.74,2,16.4,5,4,Oui,1,1
19,Technique,Licence,17.0,14.81,14.73,14.77,2,19.5,4,3,Non,1,1
21,Informatique,Master,13.44,14.31,16.0,15.155000000000001,2,15.1,5,4,Non,1,1
29,Sciences,Cycle Ingénieur,12.06,9.0,9.0,9.0,3,9.9,3,4,Non,0,0
25,Mathématiques,Master,13.53,13.83,16.0,14.915,2,2.3,4,3,Non,1,1
23,Mathématiques,Master,13.7,9.0,9.0,9.0,3,7.5,2,4,Oui,0,0
30,Informatique,Master,11.83,8.02,7.41,7.715,0,7.9,2,3,Non,0,0
30,Mathématiques,Licence,13.44,9.0,9.0,9.0,3,6.8,2,2,Oui,0,0
23,Technique,Master,12.91,12.44,11.51,11.975,1,2.6,4,4,Oui,1,1
22,Mathématiques,Licence,12.91,9.07,8.89,8.98,0,2.3,2,3,Non,0,0
27,Sciences,Cycle Ingénieur,17.58,16.0,16.0,16.0,2,10.0,4,3,Non,1,1
20,Informatique,Master,15.61,15.44,12.98,14.21,1,8.5,4,3,Non,1,1
22,Technique,Master,15.94,14.46,13.5,13.98,1,5.6,3,4,Non,1,1
28,Sciences,Master,14.16,13.75,13.91,13.83,0,10.2,4,3,Non,1,1
29,Mathématiques,Cycle Ingénieur,11.02,9.0,9.0,9.0,3,9.1,3,3,Non,0,0
29,Sciences,Licence,14.62,15.11,16.0,15.555,0,16.8,5,3,Oui,1,1
23,Informatique,Licence,15.86,13.7,11.02,12.36,0,17.1,4,3,Non,1,1
30,Sciences,Licence,12.35,13.04,15.08,14.059999999999999,2,9.0,5,3,Non,1,1
21,Informatique,Cycle Ingénieur,16.49,16.0,16.0,16.0,0,15.1,5,4,Oui,1,1
27,Mathématiques,Licence,13.88,14.71,16.0,15.355,2,13.6,5,4,Oui,1,1
29,Informatique,Licence,15.92,13.2,15.68,14.44,1,7.0,5,3,Non,1,1
20,Mathématiques,Licence,14.25,15.14,14.53,14.835,2,13.7,4,4,Oui,1,1
26,Informatique,Licence,15.97,16.0,15.6,15.8,0,8.0,5,4,Oui,1,1
27,Mathématiques,Licence,13.76,14.71,13.82,14.265,0,13.1,4,2,Non,1,1
27,Mathématiques,Master,17.05,9.0,9.0,9.0,3,7.7,3,4,Oui,0,0
26,Informatique,Cycle Ingénieur,13.94,11.03,9.02,10.024999999999999,1,0.0,3,4,Oui,1,0
28,Mathématiques,Cycle Ingénieur,13.58,11.01,11.07,11.04,0,4.9,4,3,Non,1,1
26,Informatique,Master,11.45,12.0,11.2,11.6,1,1.7,3,4,Non,1,1
27,Technique,Master,11.82,8.8,9.42,9.11,0,3.1,3,3,Non,0,0
28,Informatique,Master,15.07,13.14,12.76,12.95,1,0.0,4,2,Non,1,1
19,Mathématiques,Licence,16.38,9.0,9.0,9.0,3,8.6,2,3,Oui,0,0
29,Informatique,Licence,14.26,15.87,16.0,15.934999999999999,2,12.9,5,3,Non,1,1
19,Informatique,Licence,16.32,13.35,11.32,12.335,1,14.1,3,5,Oui,1,1
20,Sciences,Licence,15.19,15.79,14.07,14.93,0,6.8,4,4,Oui,1,1
19,Informatique,Master,13.01,12.88,13.64,13.260000000000002,1,7.3,3,4,Non,1,1
24,Informatique,Licence,12.16,10.01,9.72,9.865,0,5.5,4,4,Non,0,0
19,Mathématiques,Cycle Ingénieur,14.0,15.25,12.72,13.985,0,6.2,4,5,Oui,1,1
25,Sciences,Licence,16.59,16.0,16.0,16.0,0,11.7,3,4,Non,1,1
20,Informatique,Licence,15.25,16.0,14.2,15.1,0,10.2,5,4,Oui,1,1
27,Informatique,Master,15.84,12.21,13.23,12.72,2,8.9,3,2,Non,1,1
27,Sciences,Licence,15.75,16.0,15.19,15.594999999999999,0,9.8,4,4,Non,1,1
28,Sciences,Licence,11.99,9.0,9.0,9.0,4,17.8,1,3,Non,0,0
21,Informatique,Cycle Ingénieur,14.17,12.9,12.94,12.92,0,5.9,3,2,Oui,1,1
27,Sciences,Licence,13.34,13.02,11.29,12.155,2,11.7,2,3,Non,1,0
20,Informatique,Master,11.74,11.89,11.26,11.575,0,9.7,2,2,Oui,1,0
27,Informatique,Master,14.61,13.96,12.72,13.34,1,7.5,4,3,Non,1,1
25,Informatique,Licence,15.74,15.41,15.05,15.23,0,4.9,5,3,Oui,1,1
22,Sciences,Licence,17.82,16.0,15.02,15.51,1,7.9,4,4,Non,1,1
28,Sciences,Master,13.55,13.7,13.91,13.805,0,13.2,5,3,Non,1,1
20,Technique,Master,16.58,14.99,16.0,15.495000000000001,2,12.5,4,4,Oui,1,1
29,Mathématiques,Licence,15.16,16.0,16.0,16.0,0,4.8,5,3,Oui,1,1
19,Sciences,Licence,15.94,16.0,16.0,16.0,1,12.0,5,4,Non,1,1
26,Informatique,Cycle Ingénieur,11.61,11.4,10.64,11.02,1,5.1,4,2,Non,1,1
19,Informatique,Master,17.75,15.89,16.0,15.945,0,2.9,5,3,Oui,1,1
22,Mathématiques,Licence,11.69,10.79,11.91,11.35,0,8.4,2,3,Non,1,1
22,Technique,Licence,16.4,9.0,9.0,9.0,4,1.3,3,5,Non,0,0
22,Technique,Licence,11.67,9.91,8.36,9.135,0,12.1,1,4,Non,0,0
21,Mathématiques,Master,11.24,12.51,9.63,11.07,1,8.9,3,3,Oui,1,0
20,Technique,Master,13.76,14.27,14.82,14.545,0,11.4,5,4,Oui,1,1
25,Sciences,Master,17.74,16.0,16.0,16.0,2,10.9,5,5,Non,1,1
19,Sciences,Licence,11.87,11.05,10.66,10.855,2,10.2,2,4,Non,1,0
29,Sciences,Master,17.77,16.0,14.27,15.135,1,11.0,3,2,Non,1,1
19,Informatique,Cycle Ingénieur,12.77,14.01,16.0,15.004999999999999,0,13.0,5,5,Oui,1,1
23,Informatique,Master,15.35,14.18,15.15,14.665,0,7.3,4,5,Non,1,1
28,Sciences,Licence,16.02,15.08,15.37,15.225,0,9.1,4,3,Oui,1,1
24,Informatique,Licence,14.77,16.0,14.97,15.485,0,15.3,4,3,Non,1,1
24,Mathématiques,Master,11.68,10.33,13.25,11.79,1,6.3,4,5,Oui,1,1
21,Informatique,Cycle Ingénieur,11.18,11.18,11.25,11.215,1,12.3,4,3,Oui,1,1
23,Technique,Cycle Ingénieur,15.05,16.0,14.95,15.475,0,5.7,3,2,Oui,1,1
29,Informatique,Master,16.52,16.0,16.0,16.0,0,10.3,5,3,Non,1,1
27,Mathématiques,Licence,12.25,12.15,11.79,11.969999999999999,1,7.5,4,2,Non,1,1
28,Technique,Licence,14.49,9.0,9.0,9.0,4,9.8,1,3,Non,0,0
28,Sciences,Licence,13.59,12.81,13.18,12.995000000000001,1,5.7,4,3,Non,1,1
28,Informatique,Licence,17.81,16.0,16.0,16.0,0,8.4,5,3,Non,1,1
22,Sciences,Master,12.86,10.41,10.92,10.665,1,1.3,3,3,Non,1,0
26,Sciences,Master,15.35,9.0,9.0,9.0,3,5.7,3,3,Non,0,0
26,Informatique,Licence,11.9,13.13,13.01,13.07,0,13.5,4,4,Non,1,1
25,Informatique,Licence,16.79,14.58,13.32,13.95,2,6.7,4,3,Non,1,1
23,Informatique,Licence,11.77,10.79,10.39,10.59,2,9.3,3,3,Non,1,0
22,Informatique,Master,13.15,12.13,12.92,12.525,1,14.8,3,2,Non,1,1
19,Mathématiques,Licence,15.97,14.44,15.95,15.195,0,17.3,4,3,Non,1,1
22,Technique,Licence,17.24,9.0,9.0,9.0,3,7.1,2,3,Oui,0,0
28,Mathématiques,Licence,14.24,11.54,10.72,11.129999999999999,2,3.8,3,3,Oui,1,0
28,Informatique,Cycle Ingénieur,14.2,11.59,11.75,11.67,0,7.8,2,4,Oui,1,1
21,Informatique,Master,14.02,13.5,11.02,12.26,2,1.0,3,3,Non,1,0
24,Informatique,Master,16.97,16.0,16.0,16.0,2,16.5,5,4,Oui,1,1
27,Informatique,Licence,15.63,16.0,16.0,16.0,1,14.7,5,4,Non,1,1
29,Informatique,Licence,15.13,13.58,14.81,14.195,2,11.6,5,4,Oui,1,1
28,Mathématiques,Master,15.15,14.09,13.97,14.030000000000001,0,16.0,5,4,Oui,1,1
20,Mathématiques,Licence,11.15,9.0,9.0,9.0,3,7.5,3,2,Oui,0,0
30,Informatique,Master,11.2,9.69,9.92,9.805,2,0.0,3,3,Oui,0,0
23,Mathématiques,Licence,14.21,9.0,9.0,9.0,3,11.5,4,3,Non,0,0
28,Informatique,Licence,15.8,13.97,12.82,13.395,1,14.4,3,3,Non,1,1
21,Informatique,Cycle Ingénieur,15.07,13.93,13.66,13.795,1,8.3,3,2,Non,1,1
25,Mathématiques,Master,13.73,12.19,14.4,13.295,1,18.8,4,3,Non,1,1
28,Mathématiques,Licence,14.36,13.52,14.75,14.135,2,13.3,4,2,Non,1,1
25,Sciences,Licence,16.93,14.9,14.49,14.695,0,10.1,5,3,Non,1,1
29,Mathématiques,Master,12.18,10.95,11.06,11.004999999999999,0,15.2,3,4,Non,1,1
29,Mathématiques,Master,13.02,11.42,9.99,10.705,0,1.7,2,3,Non,1,0
21,Informatique,Licence,11.68,10.94,10.9,10.92,0,11.6,2,2,Non,1,0
21,Informatique,Licence,14.15,14.43,12.15,13.29,2,12.6,4,3,Non,1,1
30,Informatique,Licence,11.22,12.82,14.95,13.885,0,14.0,4,3,Oui,1,1
21,Mathématiques,Cycle Ingénieur,16.39,9.0,9.0,9.0,3,9.5,3,3,Non,0,0
25,Sciences,Cycle Ingénieur,14.22,16.0,12.84,14.42,1,7.1,2,2,Oui,1,1
29,Technique,Cycle Ingénieur,16.64,16.0,16.0,16.0,1,0.8,5,4,Oui,1,1
26,Sciences,Licence,11.64,9.14,8.32,8.73,0,8.0,2,2,Non,0,0
30,Informatique,Master,12.09,10.48,13.65,12.065000000000001,2,12.1,3,2,Non,1,1
27,Mathématiques,Licence,12.71,10.52,10.99,10.754999999999999,0,5.8,3,5,Non,1,1
26,Technique,Master,12.44,12.96,11.76,12.36,1,5.8,4,2,Non,1,1
26,Mathématiques,Licence,15.07,16.0,16.0,16.0,2,11.2,4,5,Non,1,1
23,Mathématiques,Licence,16.8,14.78,12.59,13.684999999999999,1,9.0,4,4,Non,1,1
29,Informatique,Licence,12.07,9.0,9.0,9.0,4,3.4,3,3,Non,0,0
23,Mathématiques,Master,12.66,12.31,11.72,12.015,1,10.1,3,3,Non,1,1
20,Mathématiques,Licence,13.87,12.38,11.43,11.905000000000001,1,4.8,4,4,Oui,1,1
28,Mathématiques,Cycle Ingénieur,17.34,16.0,14.09,15.045,0,10.9,4,3,Non,1,1
27,Informatique,Licence,11.75,14.47,13.5,13.985,0,15.5,3,3,Non,1,1
28,Informatique,Cycle Ingénieur,17.42,15.35,16.0,15.675,0,17.2,4,3,Oui,1,1
22,Mathématiques,Master,14.44,16.0,14.61,15.305,1,10.4,5,3,Non,1,1
28,Informatique,Licence,12.18,13.63,14.89,14.260000000000002,0,13.2,4,2,Non,1,1
25,Sciences,Master,14.53,15.45,15.62,15.535,0,9.4,4,3,Non,1,1
22,Technique,Licence,12.97,11.65,11.32,11.485,1,8.6,5,5,Non,1,1
25,Mathématiques,Licence,17.29,15.87,14.88,15.375,2,10.0,4,4,Non,1,1
30,Mathématiques,Cycle Ingénieur,17.17,14.55,16.0,15.275,0,14.6,5,4,Oui,1,1
27,Informatique,Master,11.11,10.25,11.31,10.780000000000001,0,1.7,2,3,Non,1,0
27,Informatique,Master,14.24,13.46,14.43,13.945,1,14.6,3,3,Oui,1,1
19,Informatique,Licence,13.54,11.86,14.17,13.015,1,15.7,2,3,Non,1,1
25,Informatique,Cycle Ingénieur,13.71,15.02,16.0,15.51,1,17.0,5,4,Non,1,1
23,Informatique,Cycle Ingénieur,18.0,16.0,15.39,15.695,2,15.0,5,3,Non,1,1
24,Mathématiques,Master,15.5,14.94,13.25,14.094999999999999,0,11.8,5,4,Non,1,1
21,Sciences,Master,11.61,11.11,10.73,10.92,1,16.8,4,2,Non,1,1
22,Informatique,Licence,12.89,12.44,12.47,12.455,2,6.6,5,4,Non,1,1
28,Informatique,Licence,12.33,11.87,12.35,12.11,0,9.9,3,3,Non,1,1
22,Informatique,Licence,15.14,15.0,13.38,14.190000000000001,0,6.5,3,2,Non,1,1
24,Mathématiques,Cycle Ingénieur,12.24,10.1,8.72,9.41,0,16.7,2,4,Non,0,0
24,Sciences,Cycle Ingénieur,12.25,12.89,12.99,12.940000000000001,1,9.4,4,4,Non,1,1
21,Mathématiques,Licence,12.93,10.86,8.76,9.809999999999999,0,0.9,2,4,Non,0,0
19,Sciences,Master,17.44,16.0,14.97,15.485,2,4.9,5,2,Non,1,1
25,Informatique,Cycle Ingénieur,17.82,16.0,15.39,15.695,0,10.3,5,4,Oui,1,1
27,Mathématiques,Cycle Ingénieur,14.21,13.99,15.05,14.52,1,10.7,3,3,Oui,1,1
28,Sciences,Licence,16.58,16.0,15.65,15.825,0,11.0,4,3,Oui,1,1
23,Informatique,Cycle Ingénieur,15.45,16.0,14.91,15.455,0,8.8,4,4,Oui,1,1
25,Informatique,Licence,17.31,16.0,13.24,14.620000000000001,1,13.5,3,4,Non,1,1
22,Mathématiques,Master,16.38,16.0,16.0,16.0,1,10.6,5,5,Non,1,1
25,Mathématiques,Licence,11.69,11.36,13.12,12.239999999999998,1,10.6,3,3,Non,1,1
29,Informatique,Master,12.98,13.0,10.76,11.879999999999999,1,12.1,3,4,Non,1,1
20,Sciences,Licence,15.01,13.34,14.79,14.065,0,12.9,5,4,Non,1,1
19,Mathématiques,Cycle Ingénieur,12.96,12.02,12.34,12.18,1,4.5,2,2,Non,1,1
19,Sciences,Licence,14.63,11.28,11.83,11.555,1,14.5,3,2,Oui,1,1
30,Informatique,Licence,12.67,12.56,11.32,11.940000000000001,0,8.7,1,3,Non,1,0
19,Technique,Licence,17.24,13.83,14.58,14.205,2,14.9,4,3,Oui,1,1
20,Technique,Licence,14.95,13.82,13.85,13.835,0,7.4,4,2,Oui,1,1
24,Technique,Licence,17.79,16.0,14.07,15.035,2,10.1,2,3,Oui,1,1
20,Sciences,Licence,14.33,12.91,12.23,12.57,1,4.4,3,2,Oui,1,1
29,Mathématiques,Cycle Ingénieur,14.49,14.62,15.04,14.829999999999998,0,18.3,3,4,Non,1,1
28,Mathématiques,Master,12.8,11.06,9.52,10.29,2,12.9,2,2,Oui,1,0
30,Sciences,Master,16.89,14.58,14.87,14.725,1,7.4,4,3,Non,1,1
20,Informatique,Licence,15.58,15.3,16.0,15.65,0,10.8,4,3,Non,1,1
22,Sciences,Cycle Ingénieur,13.74,12.71,14.62,13.665,2,14.5,3,5,Non,1,1
24,Sciences,Cycle Ingénieur,11.13,7.99,8.86,8.425,1,9.6,3,3,Non,0,0
27,Mathématiques,Licence,11.24,9.0,9.0,9.0,3,9.5,2,2,Non,0,0
22,Technique,Licence,13.77,14.66,14.0,14.33,0,15.4,4,4,Non,1,1
24,Informatique,Licence,14.66,13.88,13.63,13.755,0,9.1,5,3,Non,1,1
26,Informatique,Licence,11.89,12.28,9.96,11.120000000000001,1,5.7,3,3,Non,1,0
26,Informatique,Master,14.11,12.74,10.32,11.530000000000001,1,6.1,3,3,Non,1,0
21,Technique,Cycle Ingénieur,13.01,10.06,8.9,9.48,0,13.8,2,2,Non,0,0
25,Informatique,Master,15.16,15.55,12.48,14.015,1,12.2,4,2,Non,1,1
21,Informatique,Master,16.58,15.73,14.94,15.335,0,10.4,5,3,Non,1,1
20,Sciences,Licence,12.23,8.64,7.94,8.290000000000001,4,6.6,2,2,Oui,0,0
28,Informatique,Licence,17.05,16.0,13.89,14.945,1,13.8,4,4,Oui,1,1
29,Informatique,Cycle Ingénieur,13.14,11.13,9.47,10.3,1,10.9,3,4,Non,1,0
23,Informatique,Licence,11.96,9.0,8.25,8.625,3,0.0,4,4,Oui,0,0
20,Mathématiques,Licence,13.91,15.11,13.69,14.399999999999999,1,8.6,5,4,Oui,1,1
26,Informatique,Master,11.37,8.86,8.72,8.79,2,8.3,3,5,Non,0,0
